state_name,state_code,assembly_no,ac_name,ac_type,candidate_name,sex,age,candidate_type,party,position,ac_total_candidates,total_electors,total_votes,total_valid_votes,vote_share_percentage,margin,margin_percentage,turnout_percentage
Andhra Pradesh,28,14,Adoni,GEN,V.Sateesh Kumar,MALE,43.0,GEN,IND,9,10,211357.0,268,138764,0.19,24,0.02,65.65
Andhra Pradesh,28,14,Adoni,GEN,R.Gurunatha Reddy,MALE,37.0,GEN,IND,10,10,211357.0,244,138764,0.18,51,0.04,65.65
Andhra Pradesh,28,14,Adoni,GEN,Avula Raghavendra,MALE,33.0,GEN,RPS,11,10,211357.0,193,138764,0.14,0,0.0,65.65
Andhra Pradesh,28,14,Allagadda,GEN,Bhuma Shobha Nagi Reddy,FEMALE,41.0,GEN,YSRCP,1,8,221178.0,92108,173270,53.16,17928,10.35,78.34
Andhra Pradesh,28,14,Allagadda,GEN,Gangula Prabhakara Reddy,MALE,57.0,GEN,TDP,2,8,221178.0,74180,173270,42.81,71352,41.18,78.34
Andhra Pradesh,28,14,Allagadda,GEN,T.A.Narasimha Rao,MALE,42.0,GEN,INC,3,8,221178.0,2828,173270,1.63,1840,1.06,78.34
Andhra Pradesh,28,14,Allagadda,GEN,None Of The Above,,,,NOTA,4,8,221178.0,988,173270,0.57,147,0.08,78.34
Andhra Pradesh,28,14,Allagadda,GEN,Chennaiah Madara,MALE,37.0,SC,JASPA,5,8,221178.0,841,173270,0.49,7,0.0,78.34
Andhra Pradesh,28,14,Allagadda,GEN,M.L.Bala Obaiah,MALE,30.0,SC,BSP,6,8,221178.0,834,173270,0.48,32,0.02,78.34
Andhra Pradesh,28,14,Allagadda,GEN,Nagamalla Purushothamu,MALE,51.0,GEN,IND,7,8,221178.0,802,173270,0.46,435,0.25,78.34
Andhra Pradesh,28,14,Allagadda,GEN,G.D.Reddy.,MALE,42.0,GEN,IND,8,8,221178.0,367,173270,0.21,45,0.03,78.34
Andhra Pradesh,28,14,Allagadda,GEN,S.Venkateswar Reddy,MALE,39.0,GEN,IND,9,8,221178.0,322,173270,0.19,0,0.0,78.34
Andhra Pradesh,28,14,Alur,GEN,Gummanur Jaya Ram,MALE,47.0,GEN,YSRCP,1,11,219023.0,69466,166743,41.66,1919,1.15,76.13
Andhra Pradesh,28,14,Alur,GEN,B.Veerabhadra Gowd,MALE,48.0,GEN,TDP,2,11,219023.0,67547,166743,40.51,45354,27.2,76.13
Andhra Pradesh,28,14,Alur,GEN,Kotla Sujathamma,FEMALE,54.0,GEN,INC,3,11,219023.0,22193,166743,13.31,20234,12.13,76.13
Andhra Pradesh,28,14,Alur,GEN,V.Thippanna,MALE,51.0,SC,BSP,4,11,219023.0,1959,166743,1.17,639,0.38,76.13
Andhra Pradesh,28,14,Alur,GEN,None Of The Above,,,,NOTA,5,11,219023.0,1320,166743,0.79,403,0.24,76.13
Andhra Pradesh,28,14,Alur,GEN,Aavula Chandra Sekhar,MALE,39.0,GEN,AAAP,6,11,219023.0,917,166743,0.55,17,0.01,76.13
Andhra Pradesh,28,14,Alur,GEN,Golla Nagaraju,MALE,35.0,GEN,LSP,7,11,219023.0,900,166743,0.54,339,0.2,76.13
Andhra Pradesh,28,14,Alur,GEN,P.Hari Prasad Reddy,MALE,34.0,GEN,JASPA,8,11,219023.0,561,166743,0.34,17,0.01,76.13
Andhra Pradesh,28,14,Alur,GEN,S.Jayaram,MALE,39.0,SC,IND,9,11,219023.0,544,166743,0.33,69,0.04,76.13
Andhra Pradesh,28,14,Alur,GEN,Mulinti Chandra Sekhar,MALE,38.0,SC,AIMIM,10,11,219023.0,475,166743,0.28,27,0.02,76.13
Andhra Pradesh,28,14,Alur,GEN,G Vijay Kumar,MALE,35.0,GEN,IND,11,11,219023.0,448,166743,0.27,35,0.02,76.13
Andhra Pradesh,28,14,Alur,GEN,H.T.Basavana Gowd,MALE,32.0,GEN,IND,12,11,219023.0,413,166743,0.25,0,0.0,76.13
Andhra Pradesh,28,14,Amadalavalasa,GEN,Koona Ravikumar,MALE,46.0,GEN,TDP,1,9,173788.0,65233,134111,48.64,5449,4.06,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,Thammineni Seetharam,MALE,58.0,GEN,YSRCP,2,9,173788.0,59784,134111,44.58,54866,40.91,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,Boddepalli Satyavathi,FEMALE,44.0,GEN,INC,3,9,173788.0,4918,134111,3.67,3679,2.74,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,Dulapu Punyavathi,FEMALE,43.0,SC,BSP,4,9,173788.0,1239,134111,0.92,395,0.29,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,Paidi Satyaprasad,MALE,44.0,GEN,JASPA,5,9,173788.0,844,134111,0.63,36,0.03,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,Annamnaidu Tammineni,MALE,45.0,GEN,LSP,6,9,173788.0,808,134111,0.6,222,0.17,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,None Of The Above,,,,NOTA,7,9,173788.0,586,134111,0.44,267,0.2,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,Boddepalli Srinivasa Rao,MALE,30.0,GEN,AAAP,8,9,173788.0,319,134111,0.24,108,0.08,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,Pedada Appajisrinivas,MALE,48.0,GEN,IND,9,9,173788.0,211,134111,0.16,42,0.03,77.17
Andhra Pradesh,28,14,Amadalavalasa,GEN,Badana Srinivasa Rao,MALE,39.0,GEN,IND,10,9,173788.0,169,134111,0.13,0,0.0,77.17
Andhra Pradesh,28,14,Amalapuram,SC,Aithabathula Anandarao,MALE,45.0,SC,TDP,1,11,191497.0,76444,149928,50.99,12413,8.28,78.29
Andhra Pradesh,28,14,Amalapuram,SC,Babu Rao Golla,MALE,59.0,SC,YSRCP,2,11,191497.0,64031,149928,42.71,61707,41.16,78.29
Andhra Pradesh,28,14,Amalapuram,SC,P.S.N.Murthy.,MALE,51.0,SC,IND,3,11,191497.0,2324,149928,1.55,352,0.23,78.29
Andhra Pradesh,28,14,Amalapuram,SC,Dorababu Yalla,MALE,49.0,SC,BSP,4,11,191497.0,1972,149928,1.32,406,0.27,78.29
Andhra Pradesh,28,14,Amalapuram,SC,Janga Gowtham,MALE,43.0,SC,INC,5,11,191497.0,1566,149928,1.04,361,0.24,78.29
Andhra Pradesh,28,14,Amalapuram,SC,Nelli. Kiran Kumar,MALE,44.0,SC,JASPA,6,11,191497.0,1205,149928,0.8,340,0.23,78.29
Andhra Pradesh,28,14,Amalapuram,SC,None Of The Above,,,,NOTA,7,11,191497.0,865,149928,0.58,292,0.19,78.29
Andhra Pradesh,28,14,Amalapuram,SC,M.Srinivas,MALE,37.0,SC,PPOI,8,11,191497.0,573,149928,0.38,194,0.13,78.29
Andhra Pradesh,28,14,Amalapuram,SC,Paul Prasad Gudivada,MALE,41.0,SC,ICSP,9,11,191497.0,379,149928,0.25,161,0.11,78.29
Andhra Pradesh,28,14,Amalapuram,SC,Sarella . Ananda Krishna,MALE,36.0,SC,IND,10,11,191497.0,218,149928,0.15,27,0.02,78.29
Andhra Pradesh,28,14,Amalapuram,SC,D.B.Lok.,MALE,61.0,SC,IND,11,11,191497.0,191,149928,0.13,31,0.02,78.29
Andhra Pradesh,28,14,Amalapuram,SC,Bandi Sujatha Devi.,FEMALE,48.0,SC,IND,12,11,191497.0,160,149928,0.11,0,0.0,78.29
Andhra Pradesh,28,14,Anakapalle,GEN,Peela Govinda Satyanarayana,MALE,48.0,GEN,TDP,1,14,190355.0,79911,149837,53.33,22341,14.91,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Konathala Raghunath,MALE,49.0,GEN,YSRCP,2,14,190355.0,57570,149837,38.42,51613,34.45,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Danthuluri Dilip Kumar,MALE,54.0,GEN,INC,3,14,190355.0,5957,149837,3.98,4366,2.91,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Velam Nookaraju,MALE,41.0,GEN,LSP,4,14,190355.0,1591,149837,1.06,390,0.26,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Sudikonda Manikyala Rao,MALE,29.0,GEN,BSP,5,14,190355.0,1201,149837,0.8,399,0.27,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Gandam Nanda Gopal,MALE,67.0,GEN,JASPA,6,14,190355.0,802,149837,0.54,28,0.02,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,None Of The Above,,,,NOTA,7,14,190355.0,774,149837,0.52,245,0.16,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Karri Ganesh,MALE,28.0,GEN,AAAP,8,14,190355.0,529,149837,0.35,262,0.17,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Surisetty Nanaji,MALE,37.0,GEN,PPOI,9,14,190355.0,267,149837,0.18,7,0.0,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Karanam Srinivasarao,MALE,54.0,GEN,IND,10,14,190355.0,260,149837,0.17,19,0.01,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Satish Choppa,MALE,29.0,GEN,IND,11,14,190355.0,241,149837,0.16,17,0.01,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Bugidi Nookaapparao,MALE,37.0,GEN,MASP,12,14,190355.0,224,149837,0.15,44,0.03,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Kanisetty Suresh Babu,MALE,33.0,GEN,IND,13,14,190355.0,180,149837,0.12,1,0.0,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Dommesi Apparao,MALE,47.0,GEN,RPI,14,14,190355.0,179,149837,0.12,28,0.02,78.71
Andhra Pradesh,28,14,Anakapalle,GEN,Pentakota Rama Rao,MALE,59.0,GEN,IND,15,14,190355.0,151,149837,0.1,0,0.0,78.71
Andhra Pradesh,28,14,Anantapur Urban,GEN,Prabhakar Chowdary. V,MALE,54.0,GEN,TDP,1,23,252818.0,74704,155417,48.07,9334,6.01,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,B.Gurunatha Reddy,MALE,54.0,GEN,YSRCP,2,23,252818.0,65370,155417,42.06,62018,39.9,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,Rambhupal. V,MALE,47.0,GEN,CPM,3,23,252818.0,3352,155417,2.16,989,0.64,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,Palyam Narayanaswamy,MALE,41.0,GEN,CPI,4,23,252818.0,2363,155417,1.52,242,0.16,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,S.Ismail,MALE,35.0,GEN,LSP,5,23,252818.0,2121,155417,1.36,648,0.42,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,V.Govardhan Reddy,MALE,37.0,GEN,INC,6,23,252818.0,1473,155417,0.95,379,0.24,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,None Of The Above,,,,NOTA,7,23,252818.0,1094,155417,0.7,259,0.17,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,Mandla Valmiki Gangadhar,MALE,39.0,GEN,IND,8,23,252818.0,835,155417,0.54,69,0.04,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,K.Chiranjeevi Reddy,MALE,54.0,GEN,JASPA,9,23,252818.0,766,155417,0.49,99,0.06,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,S.Ali,MALE,38.0,GEN,AIMIM,10,23,252818.0,667,155417,0.43,301,0.19,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,T.Natesh Chowdary,MALE,35.0,GEN,IND,11,23,252818.0,366,155417,0.24,39,0.03,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,R.Chenna Rajesh Gowd,MALE,30.0,GEN,AAAP,12,23,252818.0,327,155417,0.21,19,0.01,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,A.Vamsi Krishna,MALE,26.0,GEN,IND,13,23,252818.0,308,155417,0.2,37,0.02,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,Anke Kullayappa,MALE,50.0,SC,BSP,14,23,252818.0,271,155417,0.17,51,0.03,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,K.Guruvenkatavittal,MALE,42.0,GEN,IND,15,23,252818.0,220,155417,0.14,5,0.0,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,S.Abdul Khadar,MALE,34.0,GEN,IND,16,23,252818.0,215,155417,0.14,6,0.0,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,Shaik. Sardar Vali,MALE,60.0,GEN,IND,17,23,252818.0,209,155417,0.13,56,0.04,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,Md.Hassain,MALE,38.0,GEN,WPOI,18,23,252818.0,153,155417,0.1,26,0.02,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,S.Suryachandra Naidu,MALE,28.0,GEN,IND,19,23,252818.0,127,155417,0.08,5,0.0,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,S. Abdul Azeez,MALE,36.0,GEN,IND,20,23,252818.0,122,155417,0.08,19,0.01,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,D.Raghavendra,MALE,35.0,GEN,SUCI,21,23,252818.0,103,155417,0.07,11,0.01,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,T.Sivadeep Ranjeet,MALE,29.0,GEN,STR,22,23,252818.0,92,155417,0.06,8,0.01,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,M.C.Baba Fakruddin,MALE,30.0,GEN,SP,23,23,252818.0,84,155417,0.05,9,0.01,61.47
Andhra Pradesh,28,14,Anantapur Urban,GEN,C.Ramesh Gowd,MALE,29.0,GEN,RPS,24,23,252818.0,75,155417,0.05,0,0.0,61.47
Andhra Pradesh,28,14,Anaparthy,GEN,Nallamilli Ramakrishna Reddy,MALE,48.0,GEN,TDP,1,16,203289.0,83398,174274,47.85,1373,0.79,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Suryanaraayana Reddy Sathi,MALE,53.0,GEN,YSRCP,2,16,203289.0,82025,174274,47.07,79245,45.47,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Addanki Mukteswara Rao,MALE,41.0,GEN,INC,3,16,203289.0,2780,174274,1.6,1536,0.88,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Pinipe Venkata Ramakrishna,MALE,48.0,SC,BSP,4,16,203289.0,1244,174274,0.71,261,0.15,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Veera Lakshmi Sathi,FEMALE,33.0,GEN,PPOI,5,16,203289.0,983,174274,0.56,266,0.15,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Vande Vijaya Raja Kumar,MALE,29.0,SC,RP(K),6,16,203289.0,717,174274,0.41,123,0.07,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Tetali Narayana Reddy,MALE,40.0,GEN,JASPA,7,16,203289.0,594,174274,0.34,13,0.01,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,None Of The Above,,,,NOTA,8,16,203289.0,581,174274,0.33,134,0.08,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Vemagiri Venkatesh,MALE,33.0,SC,IND,9,16,203289.0,447,174274,0.26,121,0.07,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Namala Sri Venkata Padmavathi,FEMALE,34.0,GEN,RDHP,10,16,203289.0,326,174274,0.19,8,0.0,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Palleti Ramana,MALE,38.0,SC,ICSP,11,16,203289.0,318,174274,0.18,99,0.06,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Devadana Reddy Sathi,MALE,40.0,GEN,IND,12,16,203289.0,219,174274,0.13,20,0.01,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Kotamsetti Somaraju,MALE,39.0,GEN,RPC(S),13,16,203289.0,199,174274,0.11,45,0.03,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Raju Pedapudi,MALE,54.0,SC,IND,14,16,203289.0,154,174274,0.09,45,0.03,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Rambabu Nandikolla,MALE,53.0,SC,IND,15,16,203289.0,109,174274,0.06,14,0.01,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Medapati Venkata Reddy,MALE,51.0,GEN,IND,16,16,203289.0,95,174274,0.05,10,0.01,85.73
Andhra Pradesh,28,14,Anaparthy,GEN,Nallamilli Ramakrishna Reddy,MALE,56.0,GEN,IND,17,16,203289.0,85,174274,0.05,0,0.0,85.73
Andhra Pradesh,28,14,Araku Valley,ST,Kidari Sarveswara Rao,MALE,41.0,ST,YSRCP,1,11,214100.0,63700,150109,42.44,34053,22.69,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Siveri Soma,MALE,48.0,ST,TDP,2,11,214100.0,29647,150109,19.75,3858,2.57,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Ravibabu Kumbha,MALE,55.0,ST,IND,3,11,214100.0,25789,150109,17.18,16757,11.16,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Killo Surendra,MALE,35.0,ST,CPM,4,11,214100.0,9032,150109,6.02,4099,2.73,70.11
Andhra Pradesh,28,14,Araku Valley,ST,None Of The Above,,,,NOTA,5,11,214100.0,4933,150109,3.29,535,0.36,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Lake Raja Rao,MALE,49.0,ST,BSP,6,11,214100.0,4398,150109,2.93,933,0.62,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Mattam Malleswara Padal,MALE,39.0,ST,INC,7,11,214100.0,3465,150109,2.31,1057,0.7,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Penumala Ranjitkumar,MALE,32.0,ST,IND,8,11,214100.0,2408,150109,1.6,361,0.24,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Devid Buridi,MALE,44.0,ST,IND,9,11,214100.0,2047,150109,1.36,335,0.22,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Vampuru Gangulayya,MALE,44.0,ST,JASPA,10,11,214100.0,1712,150109,1.14,128,0.09,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Korra Rajeshkumar,MALE,30.0,ST,AAAP,11,11,214100.0,1584,150109,1.06,190,0.13,70.11
Andhra Pradesh,28,14,Araku Valley,ST,Nikkula Simhachalam,MALE,37.0,ST,IND,12,11,214100.0,1394,150109,0.93,0,0.0,70.11
Andhra Pradesh,28,14,Atmakur,GEN,Mekapati Goutham Reddy,MALE,42.0,GEN,YSRCP,1,8,208396.0,91686,163788,55.98,31412,19.18,78.59
Andhra Pradesh,28,14,Atmakur,GEN,Guturu Murali Kanna Babu,MALE,44.0,GEN,TDP,2,8,208396.0,60274,163788,36.8,51347,31.35,78.59
Andhra Pradesh,28,14,Atmakur,GEN,Anam Ramanarayana Reddy,MALE,62.0,GEN,INC,3,8,208396.0,8927,163788,5.45,8178,4.99,78.59
Andhra Pradesh,28,14,Atmakur,GEN,Vijaya Bhaskar Reddy Valluru,MALE,42.0,GEN,JASPA,4,8,208396.0,749,163788,0.46,85,0.05,78.59
Andhra Pradesh,28,14,Atmakur,GEN,None Of The Above,,,,NOTA,5,8,208396.0,664,163788,0.41,116,0.07,78.59
Andhra Pradesh,28,14,Atmakur,GEN,Nelaturi Narasimhulu,MALE,47.0,SC,BSP,6,8,208396.0,548,163788,0.33,62,0.04,78.59
Andhra Pradesh,28,14,Atmakur,GEN,Sk .Khadar Masthan,MALE,48.0,GEN,ARPS,7,8,208396.0,486,163788,0.3,237,0.14,78.59
Andhra Pradesh,28,14,Atmakur,GEN,Challa Viswa Sundara Rao,MALE,64.0,GEN,IND,8,8,208396.0,249,163788,0.15,44,0.03,78.59
Andhra Pradesh,28,14,Atmakur,GEN,Ravulakollu Adilakshmi,FEMALE,28.0,GEN,IND,9,8,208396.0,205,163788,0.13,0,0.0,78.59
Andhra Pradesh,28,14,Avanigadda,GEN,Buddha Prasad Mandali,MALE,58.0,GEN,TDP,1,15,196401.0,80995,168232,48.14,5958,3.54,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Ramesh Babu Simhadri,MALE,57.0,GEN,YSRCP,2,15,196401.0,75037,168232,44.6,70551,41.94,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Ambedkar Peggem,MALE,32.0,SC,BSP,3,15,196401.0,4486,168232,2.67,2395,1.42,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Mathi Venkateswara Rao,MALE,54.0,GEN,INC,4,15,196401.0,2091,168232,1.24,42,0.02,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Avula Basavaiah,MALE,53.0,GEN,CPM,5,15,196401.0,2049,168232,1.22,1376,0.82,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Nadakuditi Radha Krishna Murthy,MALE,55.0,GEN,LSP,6,15,196401.0,673,168232,0.4,57,0.03,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,None Of The Above,,,,NOTA,7,15,196401.0,616,168232,0.37,21,0.01,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Machavarapu Adi Narayana,MALE,40.0,SC,MASP,8,15,196401.0,595,168232,0.35,102,0.06,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Somisetti Venkata Rattaiah,MALE,61.0,GEN,PPOI,9,15,196401.0,493,168232,0.29,271,0.16,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Mopidev Chakravarthi,MALE,53.0,GEN,IND,10,15,196401.0,222,168232,0.13,24,0.01,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Bura Ganapathi,FEMALE,33.0,GEN,IND,11,15,196401.0,198,168232,0.12,20,0.01,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Simhadri Raghavendra Rao,MALE,36.0,GEN,IND,12,15,196401.0,178,168232,0.11,4,0.0,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Madan Mohan Gadireddy,MALE,66.0,GEN,IND,13,15,196401.0,174,168232,0.1,13,0.01,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Padyala Venkata Ramana,MALE,38.0,GEN,IND,14,15,196401.0,161,168232,0.1,9,0.01,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Gunturu Nancharaiah,MALE,37.0,SC,IND,15,15,196401.0,152,168232,0.09,40,0.02,85.66
Andhra Pradesh,28,14,Avanigadda,GEN,Balaji Varma Kola,MALE,49.0,GEN,IND,16,15,196401.0,112,168232,0.07,0,0.0,85.66
